date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:58	50166/50166	---MCZ	200	added ('OK')	text/css	etag:W/%22658be789-c3f6%22	https://devhostco.xyz/madifax/css/responsive.css	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/css/responsive.css	(from https://devhostco.xyz/madifax/index.html)
18:26:59	84/84	---MC-	302	error ('Found')	text/plain	date:Fri,%2026%20Apr%202024%2014:57:02%20GMT	https://unpkg.com/@majidh1/jalalidatepicker/dist/jalalidatepicker.min.css	C:/Users/SistanaLaptop/Desktop/moshaver/unpkg.com/@majidh1/jalalidatepicker/dist/jalalidatepicker.min.b.delayed	(from https://devhostco.xyz/madifax/index.html)
18:26:59	7980/7980	---MCZ	200	added ('OK')	text/css	etag:W/%221f2c-eMdh6A+WmEUmIDybUBGdfPhB5Rw%22	https://unpkg.com/@majidh1/jalalidatepicker@0.9.4/dist/jalalidatepicker.min.css	C:/Users/SistanaLaptop/Desktop/moshaver/unpkg.com/@majidh1/jalalidatepicker@0.9.4/dist/jalalidatepicker.min.css	(from https://devhostco.xyz/madifax/index.html)
18:27:00	83/83	---MC-	302	error ('Found')	text/plain	date:Fri,%2026%20Apr%202024%2014:57:03%20GMT	https://unpkg.com/@majidh1/jalalidatepicker/dist/jalalidatepicker.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/unpkg.com/@majidh1/jalalidatepicker/dist/jalalidatepicker.min.d.delayed	(from https://devhostco.xyz/madifax/index.html)
18:27:00	19305/19305	---MCZ	200	added ('OK')	application/javascript	etag:%224b69-m80Oq3I34EJX8+ATz/XbtJbuY80%22	https://unpkg.com/@majidh1/jalalidatepicker@0.9.4/dist/jalalidatepicker.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/unpkg.com/@majidh1/jalalidatepicker@0.9.4/dist/jalalidatepicker.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:00	10791/10791	---M--	200	added ('OK')	image/png	etag:%2265897a18-2a27%22	https://devhostco.xyz/madifax/images/Logo_1.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Logo_1.png	(from https://devhostco.xyz/madifax/index.html)
18:27:01	53078/53078	---M-Z	200	added ('OK')	text/html	etag:%22cf56-60dfbcc0388c0-gzip%22	https://devhostco.xyz/madifax/index_2.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/index_2.html	(from https://devhostco.xyz/madifax/index.html)
18:27:01	52076/52076	---M-Z	200	added ('OK')	text/html	etag:%22cb6c-60dfbc72f9280-gzip%22	https://devhostco.xyz/madifax/index_3.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/index_3.html	(from https://devhostco.xyz/madifax/index.html)
18:27:01	45086/45086	---M-Z	200	added ('OK')	text/html	etag:%22b01e-60dfbed08e740-gzip%22	https://devhostco.xyz/madifax/about.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/about.html	(from https://devhostco.xyz/madifax/index.html)
18:27:01	29328/29328	---M-Z	200	added ('OK')	text/html	etag:%227290-60e10d8ede980-gzip%22	https://devhostco.xyz/madifax/service.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/service.html	(from https://devhostco.xyz/madifax/index.html)
18:27:02	22538/22538	---M-Z	200	added ('OK')	text/html	etag:%22580a-60daa874f8180-gzip%22	https://devhostco.xyz/madifax/become_doctor.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/become_doctor.html	(from https://devhostco.xyz/madifax/index.html)
18:27:02	31766/31766	---M-Z	200	added ('OK')	text/html	etag:%227c16-60deff715a680-gzip%22	https://devhostco.xyz/madifax/blog_details.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/blog_details.html	(from https://devhostco.xyz/madifax/index.html)
18:27:02	34889/34889	---M-Z	200	added ('OK')	text/html	etag:%228849-60daa8d54a4c0-gzip%22	https://devhostco.xyz/madifax/service_details.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/service_details.html	(from https://devhostco.xyz/madifax/index.html)
18:27:03	26264/26264	---M-Z	200	added ('OK')	text/html	etag:%226698-60daa89564e00-gzip%22	https://devhostco.xyz/madifax/doctor.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/doctor.html	(from https://devhostco.xyz/madifax/index.html)
18:27:03	28598/28598	---M-Z	200	added ('OK')	text/html	etag:%226fb6-60df8b03b7100-gzip%22	https://devhostco.xyz/madifax/doctor_details.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/doctor_details.html	(from https://devhostco.xyz/madifax/index.html)
18:27:04	19287/19287	---M-Z	200	added ('OK')	text/html	etag:%224b57-60daa8a0d6900-gzip%22	https://devhostco.xyz/madifax/gallary.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/gallary.html	(from https://devhostco.xyz/madifax/index.html)
18:27:04	32581/32581	---M-Z	200	added ('OK')	text/html	etag:%227f45-60deffa1fd940-gzip%22	https://devhostco.xyz/madifax/pricing.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/pricing.html	(from https://devhostco.xyz/madifax/index.html)
18:27:04	26090/26090	---M-Z	200	added ('OK')	text/html	etag:%2265ea-60daa8cf91740-gzip%22	https://devhostco.xyz/madifax/payment.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/payment.html	(from https://devhostco.xyz/madifax/index.html)
18:27:04	21535/21535	---M-Z	200	added ('OK')	text/html	etag:%22541f-60daa89194500-gzip%22	https://devhostco.xyz/madifax/dashboard.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/dashboard.html	(from https://devhostco.xyz/madifax/index.html)
18:27:05	15920/15920	---M-Z	200	added ('OK')	text/html	etag:%223e30-60deff93af780-gzip%22	https://devhostco.xyz/madifax/error.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/error.html	(from https://devhostco.xyz/madifax/index.html)
18:27:05	29325/29325	---M-Z	200	added ('OK')	text/html	etag:%22728d-60daa89d06000-gzip%22	https://devhostco.xyz/madifax/faq.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/faq.html	(from https://devhostco.xyz/madifax/index.html)
18:27:05	17202/17202	---M-Z	200	added ('OK')	text/html	etag:%224332-60deffa6c2480-gzip%22	https://devhostco.xyz/madifax/sign_in.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/sign_in.html	(from https://devhostco.xyz/madifax/index.html)
18:27:05	16735/16735	---M-Z	200	added ('OK')	text/html	etag:%22415f-60daa8dddf900-gzip%22	https://devhostco.xyz/madifax/sing_up.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/sing_up.html	(from https://devhostco.xyz/madifax/index.html)
18:27:05	16027/16027	---M-Z	200	added ('OK')	text/html	etag:%223e9b-60deff98742c0-gzip%22	https://devhostco.xyz/madifax/forgot_password.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/forgot_password.html	(from https://devhostco.xyz/madifax/index.html)
18:27:06	26141/26141	---M-Z	200	added ('OK')	text/html	etag:%22661d-60da58c6d4440-gzip%22	https://devhostco.xyz/madifax/privacy_policy.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/privacy_policy.html	(from https://devhostco.xyz/madifax/index.html)
18:27:06	26189/26189	---M-Z	200	added ('OK')	text/html	etag:%22664d-60da59dd4d540-gzip%22	https://devhostco.xyz/madifax/terms_condition.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/terms_condition.html	(from https://devhostco.xyz/madifax/index.html)
18:27:06	32548/32548	---M-Z	200	added ('OK')	text/html	etag:%227f24-60daa879bccc0-gzip%22	https://devhostco.xyz/madifax/blog.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/blog.html	(from https://devhostco.xyz/madifax/index.html)
18:27:06	19757/19757	---M-Z	200	added ('OK')	text/html	etag:%224d2d-60deff761f1c0-gzip%22	https://devhostco.xyz/madifax/contact.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/contact.html	(from https://devhostco.xyz/madifax/index.html)
18:27:07	30094/30094	---M-Z	200	added ('OK')	text/html	etag:%22758e-60dfbcb6af240-gzip%22	https://devhostco.xyz/madifax/appointment.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/appointment.html	(from https://devhostco.xyz/madifax/index.html)
18:27:07	52633/52633	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-cd99%22	https://devhostco.xyz/madifax/images/banner_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/banner_bg.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:07	427985/427985	---M--	200	added ('OK')	image/png	etag:%2265897a18-687d1%22	https://devhostco.xyz/madifax/images/banner_img.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/banner_img.png	(from https://devhostco.xyz/madifax/index.html)
18:27:07	27431/27431	---M--	200	added ('OK')	image/png	etag:%2265897a18-6b27%22	https://devhostco.xyz/madifax/images/react.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/react.png	(from https://devhostco.xyz/madifax/index.html)
18:27:07	24466/24466	---M--	200	added ('OK')	image/png	etag:%2265897a18-5f92%22	https://devhostco.xyz/madifax/images/Video-call.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Video-call.png	(from https://devhostco.xyz/madifax/index.html)
18:27:08	23448/23448	---M--	200	added ('OK')	image/png	etag:%2265897a18-5b98%22	https://devhostco.xyz/madifax/images/Call.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Call.png	(from https://devhostco.xyz/madifax/index.html)
18:27:08	60591/60591	---M--	200	added ('OK')	image/png	etag:%2265897a18-ecaf%22	https://devhostco.xyz/madifax/images/Review.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Review.png	(from https://devhostco.xyz/madifax/index.html)
18:27:08	87134/87134	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-1545e%22	https://devhostco.xyz/madifax/images/about-img1.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/about-img1.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:09	303423/303423	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-4a13f%22	https://devhostco.xyz/madifax/images/about_img2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/about_img2.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:09	237461/237461	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-39f95%22	https://devhostco.xyz/madifax/images/service_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/service_bg.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:09	293138/293138	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-47912%22	https://devhostco.xyz/madifax/images/service-1.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/service-1.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:09	292807/292807	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-477c7%22	https://devhostco.xyz/madifax/images/service-2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/service-2.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:09	294279/294279	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-47d87%22	https://devhostco.xyz/madifax/images/service-3.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/service-3.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:10	79883/79883	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-1380b%22	https://devhostco.xyz/madifax/images/faq-img.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/faq-img.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:10	44893/44893	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-af5d%22	https://devhostco.xyz/madifax/images/work_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/work_bg.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:10	133559/133559	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-209b7%22	https://devhostco.xyz/madifax/images/appointment_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/appointment_bg.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:10	554331/554331	---M--	200	added ('OK')	image/png	etag:%226589e594-8755b%22	https://devhostco.xyz/madifax/images/appoinment_img.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/appoinment_img.png	(from https://devhostco.xyz/madifax/index.html)
18:27:10	86739/86739	---M--	200	added ('OK')	image/png	etag:%2265897a18-152d3%22	https://devhostco.xyz/madifax/images/helpline_img.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/helpline_img.png	(from https://devhostco.xyz/madifax/index.html)
18:27:11	36729/36729	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-8f79%22	https://devhostco.xyz/madifax/images/team-1.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-1.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:11	41147/41147	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-a0bb%22	https://devhostco.xyz/madifax/images/team-2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-2.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:11	40548/40548	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-9e64%22	https://devhostco.xyz/madifax/images/team-3.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-3.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:11	44405/44405	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-ad75%22	https://devhostco.xyz/madifax/images/team-4.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-4.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:11	23837/23837	---M--	200	added ('OK')	image/png	etag:%2265897a18-5d1d%22	https://devhostco.xyz/madifax/images/review-1.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/review-1.png	(from https://devhostco.xyz/madifax/index.html)
18:27:12	22882/22882	---M--	200	added ('OK')	image/png	etag:%2265897a18-5962%22	https://devhostco.xyz/madifax/images/review-2.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/review-2.png	(from https://devhostco.xyz/madifax/index.html)
18:27:12	19165/19165	---M--	200	added ('OK')	image/png	etag:%2265897a18-4add%22	https://devhostco.xyz/madifax/images/review-3.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/review-3.png	(from https://devhostco.xyz/madifax/index.html)
18:27:13	259843/259843	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-3f703%22	https://devhostco.xyz/madifax/images/blog-1.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-1.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:13	309692/309692	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-4b9bc%22	https://devhostco.xyz/madifax/images/blog-2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-2.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:13	230883/230883	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-385e3%22	https://devhostco.xyz/madifax/images/blog-3.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-3.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:13	149485/149485	---M--	200	added ('OK')	image/jpeg	etag:%2265897a18-247ed%22	https://devhostco.xyz/madifax/images/footer_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/footer_bg.jpg	(from https://devhostco.xyz/madifax/index.html)
18:27:13	9672/9672	---M--	200	added ('OK')	image/png	etag:%2265897a18-25c8%22	https://devhostco.xyz/madifax/images/footer_logo.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/footer_logo.png	(from https://devhostco.xyz/madifax/index.html)
18:27:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Apr%202024%2014:57:16%20GMT	https://devhostco.xyz/madifax/team.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/team.html	(from https://devhostco.xyz/madifax/index.html)
18:27:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Apr%202024%2014:57:17%20GMT	https://devhostco.xyz/madifax/privacy.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/privacy.html	(from https://devhostco.xyz/madifax/index.html)
18:27:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Apr%202024%2014:57:17%20GMT	https://devhostco.xyz/madifax/priceing.html	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/priceing.html	(from https://devhostco.xyz/madifax/index.html)
18:27:14	87924/87924	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a1c-15774%22	https://devhostco.xyz/madifax/js/jquery-3.7.0.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/jquery-3.7.0.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:15	80827/80827	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-13bbb%22	https://devhostco.xyz/madifax/js/bootstrap.bundle.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/bootstrap.bundle.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:15	4189/4189	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-105d%22	https://devhostco.xyz/madifax/js/Font-Awesome.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/Font-Awesome.js	(from https://devhostco.xyz/madifax/index.html)
18:27:15	1911/1911	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659452fc-777%22	https://devhostco.xyz/madifax/js/jquery.countup.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/jquery.countup.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:15	8839/8839	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-2287%22	https://devhostco.xyz/madifax/js/jquery.waypoints.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/jquery.waypoints.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:15	73170/73170	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-11dd2%22	https://devhostco.xyz/madifax/js/select2.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/select2.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:16	53181/53181	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-cfbd%22	https://devhostco.xyz/madifax/js/slick.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/slick.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:16	15597/15597	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-3ced%22	https://devhostco.xyz/madifax/js/sticky_sidebar.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/sticky_sidebar.js	(from https://devhostco.xyz/madifax/index.html)
18:27:16	15025/15025	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-3ab1%22	https://devhostco.xyz/madifax/js/venobox.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/venobox.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:16	8157/8157	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-1fdd%22	https://devhostco.xyz/madifax/js/wow.min.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/wow.min.js	(from https://devhostco.xyz/madifax/index.html)
18:27:17	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265897a18-1b13%22	https://devhostco.xyz/madifax/js/main.js	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/js/main.js	(from https://devhostco.xyz/madifax/index.html)
18:27:17	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2265897a1c-21676%22	https://devhostco.xyz/madifax/fonts/fa-brands-400.eot	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-brands-400.eot	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:17	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%2265897a1c-1327c%22	https://devhostco.xyz/madifax/fonts/fa-brands-400.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-brands-400.woff2	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:17	92136/92136	---M--	200	added ('OK')	font/woff	etag:%2265897a1c-167e8%22	https://devhostco.xyz/madifax/fonts/fa-brands-400.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-brands-400.woff	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:18	136516/136516	---M--	200	added ('OK')	application/octet-stream	etag:%2265897a1c-21544%22	https://devhostco.xyz/madifax/fonts/fa-brands-400.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-brands-400.ttf	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:18	751262/751262	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265897a1c-b769e%22	https://devhostco.xyz/madifax/images/fa-brands-400.svg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/fa-brands-400.svg	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:18	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2265897a1c-862e%22	https://devhostco.xyz/madifax/fonts/fa-regular-400.eot	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-regular-400.eot	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:18	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%2265897a1c-34ec%22	https://devhostco.xyz/madifax/fonts/fa-regular-400.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-regular-400.woff2	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:19	16772/16772	---M--	200	added ('OK')	font/woff	etag:%2265897a1c-4184%22	https://devhostco.xyz/madifax/fonts/fa-regular-400.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-regular-400.woff	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:19	34052/34052	---M--	200	added ('OK')	application/octet-stream	etag:%2265897a1c-8504%22	https://devhostco.xyz/madifax/fonts/fa-regular-400.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-regular-400.ttf	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:19	145515/145515	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265897a1c-2386b%22	https://devhostco.xyz/madifax/images/fa-regular-400.svg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/fa-regular-400.svg	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:19	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2265897a1c-3200e%22	https://devhostco.xyz/madifax/fonts/fa-solid-900.eot	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-solid-900.eot	(from https://devhostco.xyz/madifax/css/all.min.css)
